,movie_id,title,last_update,release_year,rating,duration,description,ott_id
9461,9462,3 Simple Meditation Practices,19700101,2016,G,10,"Watching the breath is the first practice-an ancient Buddhist tradition-working on placing the mind in the body. Mantra meditation is the second practice and is an ancient Indian technique using a sound like OM. The third practice is mindfulness meditation, helping you helping you notice one thing at a time when you are in need of peace. With Anne-Marie Newland founder of Sun Power Yoga",1
9462,9463,3 Magic Words,19700101,2012,G,71,"A woman awakens with amnesia after a suicide attempt, and her quest to find the meaning of life introduces her to the philosophy of all the great masters throughout history. Her self-discovery becomes a real-life primer in higher consciousness.",1
9463,9464,2ELEVEN,19700101,2017,NC-17,108,Ucult Studios presents a tale of the two brothers hustling to survive in the streets of Detroit. Zo the calm ambitious brother wants nothing more than to give his daughter a better life.,1
9464,9465,23 Blast,19700101,2014,PG-13,99,"When a high school football star is suddenly stricken with irreversible total blindness, he must decide whether to live a safe handicapped life or bravely return to the life he once knew and the sport he still loves.",1
9465,9466,2047 Virtual Revolution,19700101,2018,PG,92,"The year is 2047. Most of the world's population live inside corporate-controlled virtual worlds and drift further out of touch with reality. Nash, a private investigator/mercenary is hired to track down a group of hackers who are disrupting and terrorizing the virtual space in a bid to free human beings from their online prisons.",1
9466,9467,2001 Lakers,19700101,2001,G,55,"When the 2001 season began, many expected the Los Angeles Lakers to repeat as NBA Champions. But few could have predicted just how arduous their road would be. The Lakers struggled through a turbulent regular season, but in the playoffs they recaptured their championship for and defeated the Philadelphia 76ers in the 2001 NBA Finals.",1
9467,9468,2.0 (Telugu),19700101,2018,PG,141,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).,1
9468,9469,2.0 (Tamil),19700101,2018,PG,141,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).,1
9469,9470,2.0 (Hindi),19700101,2018,PG,141,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).,1
9470,9471,2 Below 0,19700101,2019,PG,48,"It's the bitterly cold Winter of 1979 as Rusty types furiously in his trailer. His fiancé had just left him at the altar and in response, Rusty uproots himself from Minnesota and relocates to the middle of nowhere. He's not completely alone for Alice, who",1
9471,9472,1996-1997 NBA Championship Season - Chicago Bulls,19700101,1997,G,52,"NBA Entertainment takes you on the Bulls' journey through the 1996-1997 regular season, NBA playoffs and NBA Finals as cameras and microphones follow the team on court, in team huddles and behind the scenes.",1
9472,9473,16 Minute Chakra Garden Meditation,19700101,2020,G,16,Chakra Garden - a guided walk through a wonderful garden imagining all the chakras via all the colors of the the flowers. Guided byAnne-Marie Newland bringing rest and energy.,1
9473,9474,15-Minute Yoga Stretch 2.0 (Workout),19700101,2019,G,22,"Follow the weekly schedule as shown on my website (FitnessMaggie). This yoga session focuses on one thing: stretches to relax your body and recover after completing Flow, Core and Balance, but before doing the Power Flow session tomorrow. Improve flexibility in order to improve strength & overall fitness. Find my Yoga Guide on my website to safely combine my yoga + workout videos.",1
9474,9475,15-Minute Yoga Stretch 1.0 Workout,19700101,2018,G,20,"The benefits of yoga in just 15 minutes. Stretch your muscles head to toe, helping you increase flexibility as you hold key yoga stretches and breathe deeply through them. A great session to prep for Yoga HIIT tomorrow. Follow the Yoga Series 1.0 Weekly Schedule as shown on my website (FitnessMaggie). My Yoga Guide is also available there to combine my yoga series with my other workout videos.",1
9475,9476,15-Minute Yoga Power Flow 2.0 (Workout),19700101,2019,G,21,"The benefits of yoga in just 15 minutes a day! Follow the weekly schedule as shown on my website (FitnessMaggie). Provides the amazing stretch of traditional yoga flow... but amped up. This session will boost your heart rate, challenge your muscles, and stretch your muscles to long, lean happiness. My Yoga Guide is also available on my site to combine my yoga series with my other workout videos.",1
9476,9477,15-Minute Yoga HIIT 1.0 (Workout),19700101,2018,G,19,"The benefits of yoga in just 15 minutes. This Yoga HIIT session will stretch your muscles head to toe & push your strength, endurance, balance and overall fitness. Alternating stretches with periods of work, you'll feel amazing after this workout. Find the Yoga Series 1.0 Weekly Workout Schedule (and more), as shown on my website (FitnessMaggie).",1
9477,9478,15-Minute Yoga Flow 2.0 (Workout),19700101,2019,G,21,"The benefits of yoga in 15 minutes a day! Follow the 2.0 Yoga weekly schedule as shown on my website (FitnessMaggie) to feel your best. Stretch your muscles head to toe and leave your body feeling refreshed and energized. Increase flexibility, balance, strength & endurance as you flow through key yoga postures. Find my Yoga Guide on my site to combine my yoga series with my other workout videos.",1
9478,9479,15-Minute Yoga Core 2.0 (Workout),19700101,2019,G,22,"The benefits of yoga in just 15 minutes a day! Follow the weekly schedule as found on my website (FitnessMaggie) to feel your best. This session focuses on your abdominals, back, obliques and every muscle in between... all while lengthening your muscles to leave you feeling great. My Yoga Guide is also available on my website to combine my yoga series with my other workout videos.",1
9479,9480,15-Minute Yoga Balance 2.0 (Workout),19700101,2019,G,21,The benefits of yoga in just 15 minutes a day! Follow the Yoga 2.0 weekly schedule as shown on my website (FitnessMaggie). This session prioritizes the stretching and lengthening of your muscles with key balance-focused yoga poses. Improve total body strength & posture as you challenge your core. My Yoga Guide is also available on my site to combine my yoga series with my other workout videos.,1
9480,9481,15-Minute Upper Strength Focus 5.0 Workout,19700101,2017,G,19,"No Equipment Needed. TIP: complete Maggie's Series 1.0 - 4.0 for 4+ weeks each prior to Series 5.0. This 15-minute weekly workout is designed to work every major muscle in your upper half. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie).",1
9481,9482,15-Minute Upper Body Sculpt 6.0 Workout (with weights),19700101,2018,G,19,"Sculpt & strengthen your arms, shoulders, chest, back & even core with this upper-body-focused workout. With a combination of unique and challenging moves, your muscles will be burning in no time. Great for all fitness levels (modifications included). Begin Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the weekly schedule, yoga series schedules, and more on my website (FitnessMaggie).",1
9482,9483,15-Minute Upper Body Sculpt 2.0 Workout,19700101,2017,G,17,"No equipment needed. Tip: complete Series 1.0 for 4+ weeks prior to beginning Series 2.0. This 15-minute weekly workout is designed to work every major muscle in your upper half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie).",1
9483,9484,15-Minute Upper Body Sculpt 1.0 Workout,19700101,2016,G,17,No Equipment Workout. Tip: Do Series 1.0 for 4+ weeks before moving onto Series 2.0. A 15-minute weekly workout designed to work every major muscle group of your upper half. Great for all fitness levels. Find the Weekly Workout Schedule for this Series (and so much more) on my website (FitnessMaggie).,1
9484,9485,15-Minute Strength & Sculpt 4.0 Workout,19700101,2017,G,17,"No equipment needed. Tip: Complete Series 1.0, 2.0 and 3.0 for 4 weeks each prior to Series 4.0. A workout designed to increase muscle tone by challenging your body with combination exercises that amp up results. Find the Weekly Workout Schedule for this Series, and more, on my website (FitnessMaggie).",1
